Event,GR_ReceivedAt,GR_O,GR_H,GR_L,GR_C,GR_V,GR_TS,MB_ReceivedAt,MB_O,MB_H,MB_L,MB_C,MB_V,MB_TS,CX_ReceivedAt,CX_O,CX_H,CX_L,CX_C,CX_TS
17,08:33:09.009,1.0165,1.0170,1.0166,1.0170,0.43,2026-01-16T08:33:00Z,08:31:28.002,1.0009,1.0014,1.0002,1.0002,2382.19,08:30:00.000,08:32:39.077,0.9911,1.0009,0.9908,1.0004,08:32:37.000
18,08:33:10.706,1.0165,1.0171,1.0166,1.0171,0.50,2026-01-16T08:33:00Z,08:31:28.003,1.0009,1.0014,1.0001,1.0001,2642.07,08:30:00.000,08:32:44.487,0.9911,1.0009,0.9908,1.0006,08:32:43.000
19,08:33:14.527,1.0165,1.0176,1.0166,1.0176,1.02,2026-01-16T08:33:00Z,08:31:29.281,1.0009,1.0014,1.0000,1.0000,2840.38,08:30:00.000,08:32:47.365,0.9911,1.0009,0.9908,1.0005,08:32:45.000
20,08:33:16.950,1.0165,1.0179,1.0166,1.0179,1.35,2026-01-16T08:33:00Z,08:31:29.281,1.0009,1.0014,0.9999,0.9999,3630.05,08:30:00.000,08:32:56.729,0.9911,1.0009,0.9908,1.0005,08:32:55.000
21,08:34:04.983,1.0179,1.0178,1.0176,1.0176,0.20,2026-01-16T08:34:00Z,08:31:29.294,1.0009,1.0014,0.9997,0.9997,3782.63,08:30:00.000,08:33:07.086,0.9911,1.0009,0.9908,1.0009,08:33:05.000
22,08:34:06.461,1.0179,1.0178,1.0175,1.0175,0.27,2026-01-16T08:34:00Z,08:31:32.089,1.0009,1.0014,0.9996,0.9996,4282.66,08:30:00.000,08:33:09.203,0.9911,1.0010,0.9908,1.0010,08:33:07.000
23,08:34:16.475,1.0179,1.0178,1.0172,1.0172,0.58,2026-01-16T08:34:00Z,08:31:32.093,1.0009,1.0014,0.9994,0.9994,4782.71,08:30:00.000,08:33:10.567,0.9911,1.0011,0.9908,1.0011,08:33:09.000
24,08:34:35.140,1.0179,1.0178,1.0171,1.0171,0.65,2026-01-16T08:34:00Z,08:32:28.473,1.0000,1.0004,0.9994,1.0003,3594.62,08:30:00.000,08:33:14.621,0.9911,1.0016,0.9908,1.0016,08:33:13.000
25,08:34:39.063,1.0179,1.0178,1.0171,1.0171,0.65,2026-01-16T08:34:00Z,08:32:30.565,1.0000,1.0004,0.9994,1.0004,3955.23,08:30:00.000,08:33:17.687,0.9911,1.0019,0.9908,1.0019,08:33:15.000
26,08:34:43.221,1.0179,1.0178,1.0171,1.0171,0.70,2026-01-16T08:34:00Z,08:32:38.536,1.0000,1.0005,0.9994,1.0005,4154.30,08:30:00.000,08:33:29.359,0.9911,1.0019,0.9908,1.0018,08:33:27.000
27,08:34:46.710,1.0179,1.0178,1.0168,1.0168,0.98,2026-01-16T08:34:00Z,08:32:38.538,1.0000,1.0006,0.9994,1.0006,4453.01,08:30:00.000,08:34:05.347,0.9911,1.0019,0.9908,1.0016,08:34:03.000
28,08:34:50.766,1.0179,1.0178,1.0168,1.0168,0.98,2026-01-16T08:34:00Z,08:32:38.542,1.0000,1.0007,0.9994,1.0007,4952.76,08:30:00.000,08:34:06.727,0.9911,1.0019,0.9908,1.0015,08:34:05.000
29,08:34:56.744,1.0179,1.0178,1.0167,1.0167,1.05,2026-01-16T08:34:00Z,08:32:38.556,1.0000,1.0008,0.9994,1.0008,5105.15,08:30:00.000,08:34:16.562,0.9911,1.0019,0.9908,1.0011,08:34:15.000
30,08:34:58.746,1.0179,1.0178,1.0167,1.0167,1.05,2026-01-16T08:34:00Z,08:32:44.731,1.0000,1.0010,0.9994,1.0010,5682.28,08:30:00.000,08:34:18.907,0.9911,1.0019,0.9908,1.0011,08:34:17.000
31,08:35:06.623,1.0167,1.0167,1.0167,1.0167,0.03,2026-01-16T08:35:00Z,08:32:47.807,1.0000,1.0011,0.9994,1.0011,5722.81,08:30:00.000,08:34:35.169,0.9911,1.0019,0.9908,1.0011,08:34:33.000
32,08:35:10.634,1.0167,1.0167,1.0162,1.0162,0.43,2026-01-16T08:35:00Z,08:32:57.441,1.0000,1.0011,0.9994,1.0010,5971.49,08:30:00.000,08:34:39.000,0.9911,1.0019,0.9908,1.0011,08:34:37.000
33,08:35:21.459,1.0167,1.0167,1.0159,1.0159,0.71,2026-01-16T08:35:00Z,08:33:06.987,1.0000,1.0011,0.9994,1.0011,6225.04,08:30:00.000,08:34:40.440,0.9911,1.0019,0.9908,1.0011,08:34:39.000
34,08:35:24.151,1.0167,1.0167,1.0157,1.0157,0.86,2026-01-16T08:35:00Z,08:33:06.999,1.0000,1.0012,0.9994,1.0012,6724.77,08:30:00.000,08:34:43.915,0.9911,1.0019,0.9908,1.0009,08:34:41.000
35,08:35:37.110,1.0167,1.0167,1.0153,1.0153,1.28,2026-01-16T08:35:00Z,08:33:07.017,1.0000,1.0013,0.9994,1.0013,6903.51,08:30:00.000,08:34:46.809,0.9911,1.0019,0.9908,1.0008,08:34:45.000
36,08:35:48.923,1.0167,1.0167,1.0150,1.0150,1.51,2026-01-16T08:35:00Z,08:33:07.023,1.0000,1.0014,0.9994,1.0014,7220.72,08:30:00.000,08:34:50.619,0.9911,1.0019,0.9908,1.0008,08:34:49.000
37,08:35:54.972,1.0167,1.0167,1.0150,1.0150,1.51,2026-01-16T08:35:00Z,08:33:09.283,1.0000,1.0015,0.9994,1.0015,7382.63,08:30:00.000,08:34:57.276,0.9911,1.0019,0.9908,1.0008,08:34:55.000
38,08:36:10.777,1.0150,1.0150,1.0150,1.0150,0.02,2026-01-16T08:36:00Z,08:33:10.377,1.0000,1.0016,0.9994,1.0016,7615.36,08:30:00.000,08:34:58.747,0.9911,1.0019,0.9908,1.0008,08:34:57.000
39,08:36:52.923,1.0150,1.0150,1.0150,1.0150,0.03,2026-01-16T08:36:00Z,08:33:15.258,1.0000,1.0017,0.9994,1.0017,7944.01,08:30:00.000,08:35:06.565,0.9911,1.0019,0.9908,1.0007,08:35:05.000
40,08:37:08.944,1.0150,1.0149,1.0149,1.0149,0.05,2026-01-16T08:37:00Z,08:33:15.258,1.0000,1.0018,0.9994,1.0018,8257.93,08:30:00.000,08:35:10.477,0.9911,1.0019,0.9908,1.0003,08:35:09.000
41,,,,,,,,08:33:15.258,1.0000,1.0019,0.9994,1.0019,8650.74,08:30:00.000,08:35:13.810,0.9911,1.0019,0.9908,0.9999,08:35:11.000
42,,,,,,,,08:33:15.258,1.0000,1.0021,0.9994,1.0021,9264.66,08:30:00.000,08:35:21.634,0.9911,1.0019,0.9908,0.9997,08:35:19.000
43,,,,,,,,08:33:15.283,1.0000,1.0021,0.9994,1.0012,9347.92,08:30:00.000,08:35:23.096,0.9911,1.0019,0.9908,0.9991,08:35:21.000
44,,,,,,,,08:33:17.687,1.0000,1.0023,0.9994,1.0023,10347.50,08:30:00.000,08:35:37.382,0.9911,1.0019,0.9908,0.9988,08:35:35.000
45,,,,,,,,08:33:17.687,1.0000,1.0023,0.9994,1.0015,10459.61,08:30:00.000,08:35:41.461,0.9911,1.0019,0.9908,0.9986,08:35:39.000
46,,,,,,,,08:33:31.115,1.0000,1.0023,0.9994,1.0015,10638.46,08:30:00.000,08:35:48.964,0.9911,1.0019,0.9908,0.9981,08:35:47.000
47,,,,,,,,08:33:31.130,1.0000,1.0023,0.9994,1.0014,10799.47,08:30:00.000,08:35:55.471,0.9911,1.0019,0.9908,0.9978,08:35:53.000
48,,,,,,,,08:34:05.998,1.0000,1.0023,0.9994,1.0013,10904.50,08:30:00.000,08:36:10.661,0.9911,1.0019,0.9908,0.9978,08:36:09.000
49,,,,,,,,08:34:05.998,1.0000,1.0023,0.9994,1.0012,10999.04,08:30:00.000,08:36:53.092,0.9911,1.0019,0.9908,0.9978,08:36:51.000
50,,,,,,,,08:34:06.003,1.0000,1.0023,0.9994,1.0011,11456.02,08:30:00.000,08:37:08.509,0.9911,1.0019,0.9908,0.9978,08:37:07.000
51,,,,,,,,08:34:06.754,1.0000,1.0023,0.9994,1.0010,11709.19,08:30:00.000,,,,,,
52,,,,,,,,08:34:17.086,1.0000,1.0023,0.9994,1.0008,12709.10,08:30:00.000,,,,,,
53,,,,,,,,08:34:19.610,1.0000,1.0023,0.9994,1.0017,12813.27,08:30:00.000,,,,,,
54,,,,,,,,08:34:19.618,1.0000,1.0023,0.9994,1.0007,12958.32,08:30:00.000,,,,,,
55,,,,,,,,08:34:41.225,1.0000,1.0023,0.9994,1.0007,13124.21,08:30:00.000,,,,,,
56,,,,,,,,08:34:43.738,1.0000,1.0023,0.9994,1.0005,13624.10,08:30:00.000,,,,,,
57,,,,,,,,08:34:43.739,1.0000,1.0023,0.9994,1.0004,13825.73,08:30:00.000,,,,,,
58,,,,,,,,08:34:47.245,1.0000,1.0023,0.9994,1.0004,14040.54,08:30:00.000,,,,,,
59,,,,,,,,08:34:47.245,1.0000,1.0023,0.9994,1.0003,14047.08,08:30:00.000,,,,,,
60,,,,,,,,08:34:50.769,1.0000,1.0023,0.9994,1.0003,14049.34,08:30:00.000,,,,,,
61,,,,,,,,08:34:56.744,1.0000,1.0023,0.9994,1.0003,14266.27,08:30:00.000,,,,,,
62,,,,,,,,08:34:59.099,1.0000,1.0023,0.9994,1.0003,14267.32,08:30:00.000,,,,,,
63,,,,,,,,08:35:08.227,1.0003,1.0003,1.0002,1.0002,110.27,08:35:00.000,,,,,,
64,,,,,,,,08:35:13.329,1.0003,1.0003,1.0000,1.0000,1441.60,08:35:00.000,,,,,,
65,,,,,,,,08:35:15.768,1.0003,1.0003,0.9997,0.9997,1602.46,08:35:00.000,,,,,,
66,,,,,,,,08:35:15.794,1.0003,1.0003,0.9996,0.9996,2059.37,08:35:00.000,,,,,,
67,,,,,,,,08:35:15.794,1.0003,1.0003,0.9995,0.9995,2350.77,08:35:00.000,,,,,,
68,,,,,,,,08:35:25.386,1.0003,1.0003,0.9994,0.9994,2844.21,08:35:00.000,,,,,,
69,,,,,,,,08:35:26.071,1.0003,1.0003,0.9991,0.9991,4123.05,08:35:00.000,,,,,,
70,,,,,,,,08:35:38.102,1.0003,1.0003,0.9985,0.9985,4243.23,08:35:00.000,,,,,,
71,,,,,,,,08:35:42.676,1.0003,1.0003,0.9983,0.9983,4831.30,08:35:00.000,,,,,,
72,,,,,,,,08:35:50.804,1.0003,1.0003,0.9980,0.9980,4990.29,08:35:00.000,,,,,,
73,,,,,,,,08:35:55.109,1.0003,1.0003,0.9976,0.9976,4994.48,08:35:00.000,,,,,,
74,,,,,,,,08:36:12.065,1.0003,1.0003,0.9976,0.9976,5026.57,08:35:00.000,,,,,,
75,,,,,,,,08:36:12.065,1.0003,1.0003,0.9976,0.9976,5029.05,08:35:00.000,,,,,,
76,,,,,,,,08:36:12.065,1.0003,1.0003,0.9976,0.9976,5030.28,08:35:00.000,,,,,,
77,,,,,,,,08:36:12.065,1.0003,1.0003,0.9976,0.9976,5047.94,08:35:00.000,,,,,,
78,,,,,,,,08:36:53.511,1.0003,1.0003,0.9976,0.9976,5099.57,08:35:00.000,,,,,,
79,,,,,,,,08:37:09.172,1.0003,1.0003,0.9975,0.9975,5255.39,08:35:00.000,,,,,,
