Event,GR_ReceivedAt,GR_O,GR_H,GR_L,GR_C,GR_V,GR_TS,MB_ReceivedAt,MB_O,MB_H,MB_L,MB_C,MB_V,MB_TS,CX_ReceivedAt,CX_O,CX_H,CX_L,CX_C,CX_TS
20,16:15:57.326,0.9959,0.9969,0.9948,0.9948,2.09,2026-01-16T16:15:00Z,16:15:42.657,0.9661,0.9679,0.9661,0.9663,4030.77,16:15:00.000,16:15:52.998,0.9583,0.9653,0.9580,0.9636,16:15:51.000
21,16:16:01.123,0.9959,0.9969,0.9943,0.9943,2.39,2026-01-16T16:15:00Z,16:15:44.842,0.9661,0.9679,0.9661,0.9666,4258.48,16:15:00.000,16:15:55.132,0.9583,0.9653,0.9580,0.9635,16:15:53.000
22,16:16:41.111,0.9943,0.9945,0.9945,0.9945,0.08,2026-01-16T16:16:00Z,16:15:44.859,0.9661,0.9679,0.9661,0.9665,4571.49,16:15:00.000,16:15:57.351,0.9583,0.9653,0.9580,0.9634,16:15:55.000
23,16:16:43.116,0.9943,0.9946,0.9945,0.9946,0.14,2026-01-16T16:16:00Z,16:15:47.058,0.9661,0.9679,0.9661,0.9663,4942.59,16:15:00.000,16:15:58.754,0.9583,0.9653,0.9580,0.9634,16:15:57.000
24,16:17:18.576,0.9946,0.9945,0.9945,0.9945,0.05,2026-01-16T16:17:00Z,16:15:49.335,0.9661,0.9679,0.9661,0.9661,5055.19,16:15:00.000,16:16:01.119,0.9583,0.9653,0.9580,0.9630,16:15:59.000
25,16:17:28.904,0.9946,0.9945,0.9944,0.9944,0.13,2026-01-16T16:17:00Z,16:15:50.209,0.9661,0.9679,0.9659,0.9659,5995.59,16:15:00.000,16:16:40.812,0.9583,0.9653,0.9580,0.9631,16:16:39.000
26,16:17:32.014,0.9946,0.9945,0.9943,0.9943,0.21,2026-01-16T16:17:00Z,16:15:50.238,0.9661,0.9679,0.9657,0.9657,6151.89,16:15:00.000,16:16:42.966,0.9583,0.9653,0.9580,0.9632,16:16:41.000
27,16:17:33.155,0.9946,0.9946,0.9943,0.9946,0.43,2026-01-16T16:17:00Z,16:15:50.238,0.9661,0.9679,0.9656,0.9656,6377.95,16:15:00.000,16:17:18.809,0.9583,0.9653,0.9580,0.9631,16:17:17.000
28,16:17:44.965,0.9946,0.9946,0.9943,0.9946,0.66,2026-01-16T16:17:00Z,16:15:52.489,0.9661,0.9679,0.9652,0.9652,6379.14,16:15:00.000,16:17:20.879,0.9583,0.9653,0.9580,0.9630,16:17:19.000
29,16:17:56.776,0.9946,0.9948,0.9943,0.9947,0.89,2026-01-16T16:17:00Z,16:15:54.698,0.9661,0.9679,0.9652,0.9652,6496.33,16:15:00.000,16:17:29.226,0.9583,0.9653,0.9580,0.9629,16:17:27.000
30,16:18:06.776,0.9947,0.9948,0.9948,0.9948,0.07,2026-01-16T16:18:00Z,16:15:54.698,0.9661,0.9679,0.9652,0.9652,6644.93,16:15:00.000,16:17:31.105,0.9583,0.9653,0.9580,0.9630,16:17:29.000
31,16:18:35.455,0.9947,0.9954,0.9948,0.9954,0.48,2026-01-16T16:18:00Z,16:15:57.155,0.9661,0.9679,0.9651,0.9651,6849.28,16:15:00.000,16:17:33.046,0.9583,0.9653,0.9580,0.9631,16:17:31.000
32,16:18:39.005,0.9947,0.9955,0.9948,0.9955,0.55,2026-01-16T16:18:00Z,16:15:58.908,0.9661,0.9679,0.9650,0.9650,6900.01,16:15:00.000,16:17:40.842,0.9583,0.9653,0.9580,0.9632,16:17:39.000
33,16:18:40.516,0.9947,0.9958,0.9948,0.9958,0.75,2026-01-16T16:18:00Z,16:16:01.652,0.9661,0.9679,0.9649,0.9649,7023.00,16:15:00.000,16:17:44.722,0.9583,0.9653,0.9580,0.9632,16:17:43.000
34,16:19:07.127,0.9958,0.9961,0.9959,0.9961,0.19,2026-01-16T16:19:00Z,16:16:01.652,0.9661,0.9679,0.9647,0.9647,7809.82,16:15:00.000,16:17:49.537,0.9583,0.9653,0.9580,0.9634,16:17:47.000
35,,,,,,,,16:16:41.600,0.9647,0.9647,0.9635,0.9635,246.27,16:16:00.000,16:17:56.488,0.9583,0.9653,0.9580,0.9633,16:17:55.000
36,,,,,,,,16:16:43.338,0.9647,0.9647,0.9635,0.9638,458.15,16:16:00.000,16:18:06.422,0.9583,0.9653,0.9580,0.9634,16:18:05.000
37,,,,,,,,16:17:19.498,0.9638,0.9638,0.9631,0.9631,155.89,16:17:00.000,16:18:09.755,0.9583,0.9653,0.9580,0.9639,16:18:07.000
38,,,,,,,,16:17:21.390,0.9638,0.9638,0.9630,0.9630,413.08,16:17:00.000,16:18:35.403,0.9583,0.9653,0.9580,0.9640,16:18:33.000
39,,,,,,,,16:17:29.355,0.9638,0.9638,0.9630,0.9630,418.27,16:17:00.000,16:18:39.049,0.9583,0.9653,0.9580,0.9641,16:18:37.000
40,,,,,,,,16:17:29.355,0.9638,0.9638,0.9629,0.9629,678.28,16:17:00.000,16:18:40.597,0.9583,0.9653,0.9580,0.9643,16:18:39.000
41,,,,,,,,16:17:31.159,0.9638,0.9639,0.9629,0.9639,1152.77,16:17:00.000,16:19:05.280,0.9583,0.9653,0.9580,0.9645,16:19:03.000
42,,,,,,,,16:17:33.514,0.9638,0.9641,0.9629,0.9641,1390.73,16:17:00.000,16:19:06.840,0.9583,0.9653,0.9580,0.9646,16:19:05.000
43,,,,,,,,16:17:40.959,0.9638,0.9642,0.9629,0.9642,1548.19,16:17:00.000,16:19:09.107,0.9583,0.9653,0.9580,0.9646,16:19:07.000
44,,,,,,,,16:17:45.321,0.9638,0.9642,0.9629,0.9633,1880.82,16:17:00.000,,,,,,
45,,,,,,,,16:17:45.321,0.9638,0.9643,0.9629,0.9643,2126.98,16:17:00.000,,,,,,
46,,,,,,,,16:17:45.595,0.9638,0.9643,0.9629,0.9643,2164.08,16:17:00.000,,,,,,
47,,,,,,,,16:17:48.885,0.9638,0.9645,0.9629,0.9645,2346.93,16:17:00.000,,,,,,
48,,,,,,,,16:17:48.894,0.9638,0.9646,0.9629,0.9646,2650.57,16:17:00.000,,,,,,
49,,,,,,,,16:17:57.341,0.9638,0.9646,0.9629,0.9637,2894.69,16:17:00.000,,,,,,
50,,,,,,,,16:18:07.280,0.9637,0.9650,0.9637,0.9650,213.78,16:18:00.000,,,,,,
51,,,,,,,,16:18:09.606,0.9637,0.9653,0.9637,0.9653,713.55,16:18:00.000,,,,,,
52,,,,,,,,16:18:09.631,0.9637,0.9654,0.9637,0.9654,958.83,16:18:00.000,,,,,,
53,,,,,,,,16:18:09.682,0.9637,0.9656,0.9637,0.9656,1458.48,16:18:00.000,,,,,,
54,,,,,,,,16:18:35.121,0.9637,0.9657,0.9637,0.9657,1577.74,16:18:00.000,,,,,,
55,,,,,,,,16:18:39.261,0.9637,0.9657,0.9637,0.9657,1801.68,16:18:00.000,,,,,,
56,,,,,,,,16:18:40.229,0.9637,0.9659,0.9637,0.9659,2243.45,16:18:00.000,,,,,,
57,,,,,,,,16:18:40.258,0.9637,0.9660,0.9637,0.9660,2449.59,16:18:00.000,,,,,,
58,,,,,,,,16:19:05.701,0.9660,0.9662,0.9660,0.9662,256.60,16:19:00.000,,,,,,
59,,,,,,,,16:19:05.701,0.9660,0.9663,0.9660,0.9663,517.47,16:19:00.000,,,,,,
60,,,,,,,,16:19:06.541,0.9660,0.9663,0.9660,0.9663,627.71,16:19:00.000,,,,,,
61,,,,,,,,16:19:08.808,0.9660,0.9663,0.9654,0.9654,633.87,16:19:00.000,,,,,,
