Event,GR_ReceivedAt,GR_O,GR_H,GR_L,GR_C,GR_V,GR_TS,MB_ReceivedAt,MB_O,MB_H,MB_L,MB_C,MB_V,MB_TS,CX_ReceivedAt,CX_O,CX_H,CX_L,CX_C,CX_TS
135,12:42:42.807,1.0065,1.0070,1.0068,1.0068,0.44,2026-01-16T12:42:00Z,12:21:30.673,0.9902,0.9902,0.9902,0.9902,9.06,12:21:00.000,12:23:31.530,0.9896,0.9916,0.9873,0.9873,12:23:29.000
136,,,,,,,,12:21:30.674,0.9902,0.9902,0.9902,0.9902,28.68,12:21:00.000,12:24:04.647,0.9896,0.9916,0.9873,0.9874,12:24:03.000
137,,,,,,,,12:21:30.674,0.9902,0.9902,0.9891,0.9891,528.55,12:21:00.000,12:24:20.224,0.9896,0.9916,0.9873,0.9874,12:24:19.000
138,,,,,,,,12:21:31.859,0.9902,0.9902,0.9890,0.9890,763.79,12:21:00.000,12:24:56.417,0.9896,0.9916,0.9873,0.9873,12:24:55.000
139,,,,,,,,12:22:03.298,0.9902,0.9902,0.9889,0.9889,776.32,12:21:00.000,12:25:54.564,0.9896,0.9916,0.9873,0.9873,12:25:53.000
140,,,,,,,,12:22:06.528,0.9902,0.9902,0.9889,0.9889,927.16,12:21:00.000,12:26:05.506,0.9896,0.9916,0.9873,0.9877,12:26:03.000
141,,,,,,,,12:22:06.530,0.9902,0.9902,0.9888,0.9888,1166.43,12:21:00.000,12:26:35.057,0.9896,0.9916,0.9873,0.9876,12:26:33.000
142,,,,,,,,12:23:02.489,0.9886,0.9889,0.9886,0.9888,390.11,12:21:00.000,12:26:58.426,0.9896,0.9916,0.9873,0.9875,12:26:57.000
143,,,,,,,,12:23:24.697,0.9888,0.9898,0.9888,0.9898,24.01,12:23:00.000,12:28:56.164,0.9896,0.9916,0.9873,0.9876,12:28:55.000
144,,,,,,,,12:23:34.132,0.9888,0.9898,0.9888,0.9898,92.76,12:23:00.000,12:29:17.469,0.9896,0.9916,0.9873,0.9875,12:29:15.000
145,,,,,,,,12:24:14.882,0.9898,0.9901,0.9898,0.9901,53.78,12:24:00.000,12:29:37.171,0.9896,0.9916,0.9873,0.9875,12:29:35.000
146,,,,,,,,12:24:20.565,0.9898,0.9903,0.9898,0.9903,169.65,12:24:00.000,12:29:56.988,0.9896,0.9916,0.9873,0.9875,12:29:55.000
147,,,,,,,,12:24:57.546,0.9898,0.9903,0.9893,0.9893,564.36,12:24:00.000,12:30:09.025,0.9896,0.9916,0.9873,0.9874,12:30:07.000
148,,,,,,,,12:25:53.972,0.9888,0.9903,0.9888,0.9893,564.36,12:24:00.000,12:30:11.995,0.9896,0.9916,0.9873,0.9874,12:30:09.000
149,,,,,,,,12:25:54.878,0.9893,0.9901,0.9893,0.9901,0.60,12:25:00.000,12:30:34.670,0.9896,0.9916,0.9872,0.9872,12:30:33.000
150,,,,,,,,12:26:06.966,0.9901,0.9902,0.9901,0.9902,323.33,12:26:00.000,12:30:46.814,0.9896,0.9916,0.9872,0.9872,12:30:45.000
151,,,,,,,,12:26:06.976,0.9901,0.9903,0.9901,0.9903,340.17,12:26:00.000,12:30:50.849,0.9896,0.9916,0.9872,0.9872,12:30:49.000
152,,,,,,,,12:26:06.984,0.9901,0.9904,0.9901,0.9904,988.81,12:26:00.000,12:31:22.234,0.9896,0.9916,0.9872,0.9872,12:31:21.000
153,,,,,,,,12:26:37.235,0.9901,0.9904,0.9896,0.9896,1025.37,12:26:00.000,12:31:25.115,0.9896,0.9916,0.9868,0.9868,12:31:23.000
154,,,,,,,,12:27:07.158,0.9901,0.9904,0.9895,0.9895,1375.76,12:26:00.000,12:32:21.031,0.9896,0.9916,0.9868,0.9868,12:32:19.000
155,,,,,,,,12:27:07.158,0.9901,0.9905,0.9895,0.9905,1451.33,12:26:00.000,12:32:28.457,0.9896,0.9916,0.9867,0.9867,12:32:27.000
156,,,,,,,,12:28:03.825,0.9893,0.9905,0.9893,0.9905,1451.33,12:26:00.000,12:32:32.882,0.9896,0.9916,0.9865,0.9865,12:32:31.000
157,,,,,,,,12:29:00.384,0.9893,0.9907,0.9893,0.9907,99.33,12:28:00.000,12:32:37.066,0.9896,0.9916,0.9860,0.9860,12:32:35.000
158,,,,,,,,12:29:16.778,0.9907,0.9907,0.9897,0.9897,152.33,12:29:00.000,12:32:40.752,0.9896,0.9916,0.9860,0.9860,12:32:39.000
159,,,,,,,,12:29:41.982,0.9907,0.9907,0.9897,0.9905,206.16,12:29:00.000,12:32:49.219,0.9896,0.9916,0.9855,0.9855,12:32:47.000
160,,,,,,,,12:29:57.548,0.9907,0.9907,0.9895,0.9895,206.59,12:29:00.000,12:33:04.964,0.9896,0.9916,0.9855,0.9855,12:33:03.000
161,,,,,,,,12:30:09.424,0.9895,0.9895,0.9895,0.9895,253.91,12:30:00.000,12:34:02.996,0.9896,0.9916,0.9855,0.9855,12:34:01.000
162,,,,,,,,12:30:12.349,0.9895,0.9895,0.9894,0.9894,307.31,12:30:00.000,12:34:40.251,0.9896,0.9916,0.9854,0.9854,12:34:39.000
163,,,,,,,,12:30:35.413,0.9895,0.9895,0.9889,0.9889,826.04,12:30:00.000,12:35:22.689,0.9896,0.9916,0.9854,0.9854,12:35:21.000
164,,,,,,,,12:30:47.987,0.9895,0.9898,0.9889,0.9898,826.38,12:30:00.000,12:35:38.442,0.9896,0.9916,0.9852,0.9852,12:35:37.000
165,,,,,,,,12:30:51.967,0.9895,0.9898,0.9889,0.9898,829.37,12:30:00.000,12:36:04.829,0.9896,0.9916,0.9852,0.9852,12:36:03.000
166,,,,,,,,12:31:23.814,0.9898,0.9898,0.9888,0.9888,11.30,12:31:00.000,12:36:17.654,0.9896,0.9916,0.9852,0.9853,12:36:15.000
167,,,,,,,,12:31:30.838,0.9898,0.9898,0.9887,0.9887,350.78,12:31:00.000,12:36:28.890,0.9896,0.9916,0.9852,0.9853,12:36:27.000
168,,,,,,,,12:31:30.857,0.9898,0.9898,0.9886,0.9886,880.56,12:31:00.000,12:36:54.955,0.9896,0.9916,0.9852,0.9853,12:36:53.000
169,,,,,,,,12:32:20.855,0.9886,0.9886,0.9880,0.9880,20.84,12:32:00.000,12:37:48.909,0.9896,0.9916,0.9852,0.9853,12:37:47.000
170,,,,,,,,12:32:28.868,0.9886,0.9886,0.9880,0.9880,359.80,12:32:00.000,12:38:04.566,0.9896,0.9916,0.9852,0.9853,12:38:03.000
171,,,,,,,,12:32:33.043,0.9886,0.9886,0.9878,0.9878,729.38,12:32:00.000,12:38:20.810,0.9896,0.9916,0.9852,0.9854,12:38:19.000
172,,,,,,,,12:32:36.747,0.9886,0.9886,0.9875,0.9875,1715.74,12:32:00.000,12:38:25.900,0.9896,0.9916,0.9852,0.9854,12:38:23.000
173,,,,,,,,12:32:41.600,0.9886,0.9886,0.9872,0.9872,1745.48,12:32:00.000,12:38:26.896,0.9896,0.9916,0.9852,0.9855,12:38:25.000
174,,,,,,,,12:32:48.810,0.9886,0.9886,0.9869,0.9869,2521.51,12:32:00.000,12:38:39.260,0.9896,0.9916,0.9852,0.9856,12:38:37.000
175,,,,,,,,12:32:48.811,0.9886,0.9886,0.9867,0.9867,2674.30,12:32:00.000,12:38:58.661,0.9896,0.9916,0.9852,0.9856,12:38:57.000
176,,,,,,,,12:33:06.211,0.9867,0.9867,0.9866,0.9866,31.60,12:33:00.000,12:39:19.181,0.9896,0.9916,0.9852,0.9857,12:39:17.000
177,,,,,,,,12:34:02.815,0.9867,0.9867,0.9866,0.9866,31.60,12:33:00.000,12:39:25.011,0.9896,0.9916,0.9852,0.9860,12:39:23.000
178,,,,,,,,12:34:42.785,0.9866,0.9876,0.9866,0.9867,245.36,12:34:00.000,12:39:31.276,0.9896,0.9916,0.9852,0.9863,12:39:29.000
179,,,,,,,,12:35:27.488,0.9867,0.9869,0.9867,0.9869,101.01,12:35:00.000,12:40:07.200,0.9896,0.9916,0.9852,0.9864,12:40:05.000
180,,,,,,,,12:35:40.906,0.9867,0.9870,0.9867,0.9870,466.96,12:35:00.000,12:40:39.584,0.9896,0.9916,0.9852,0.9863,12:40:37.000
181,,,,,,,,12:36:05.034,0.9870,0.9877,0.9870,0.9877,46.89,12:36:00.000,12:40:52.406,0.9896,0.9916,0.9852,0.9864,12:40:51.000
182,,,,,,,,12:36:16.407,0.9870,0.9878,0.9870,0.9878,115.60,12:36:00.000,12:40:55.424,0.9896,0.9916,0.9852,0.9864,12:40:53.000
183,,,,,,,,12:36:30.119,0.9870,0.9879,0.9870,0.9879,161.33,12:36:00.000,12:41:19.161,0.9896,0.9916,0.9852,0.9867,12:41:17.000
184,,,,,,,,12:36:54.944,0.9870,0.9879,0.9869,0.9869,192.33,12:36:00.000,12:41:37.033,0.9896,0.9916,0.9852,0.9868,12:41:35.000
185,,,,,,,,12:37:51.628,0.9870,0.9870,0.9869,0.9869,31.01,12:36:00.000,12:41:49.102,0.9896,0.9916,0.9852,0.9871,12:41:47.000
186,,,,,,,,12:37:58.679,0.9869,0.9878,0.9869,0.9878,51.25,12:37:00.000,12:42:09.059,0.9896,0.9916,0.9852,0.9873,12:42:07.000
187,,,,,,,,12:38:08.157,0.9878,0.9878,0.9878,0.9878,18.35,12:38:00.000,12:42:13.799,0.9896,0.9916,0.9852,0.9872,12:42:11.000
188,,,,,,,,12:38:22.189,0.9878,0.9878,0.9878,0.9878,131.03,12:38:00.000,12:42:40.757,0.9896,0.9916,0.9852,0.9872,12:42:39.000
189,,,,,,,,12:38:26.765,0.9878,0.9878,0.9878,0.9878,181.86,12:38:00.000,,,,,,
190,,,,,,,,12:38:28.240,0.9878,0.9879,0.9878,0.9879,335.25,12:38:00.000,,,,,,
191,,,,,,,,12:38:40.152,0.9878,0.9880,0.9878,0.9880,615.89,12:38:00.000,,,,,,
192,,,,,,,,12:38:59.574,0.9878,0.9880,0.9871,0.9871,699.31,12:38:00.000,,,,,,
193,,,,,,,,12:39:18.663,0.9871,0.9882,0.9871,0.9882,208.36,12:39:00.000,,,,,,
194,,,,,,,,12:39:18.663,0.9871,0.9883,0.9871,0.9883,322.91,12:39:00.000,,,,,,
195,,,,,,,,12:39:25.659,0.9871,0.9884,0.9871,0.9884,517.71,12:39:00.000,,,,,,
196,,,,,,,,12:39:25.660,0.9871,0.9885,0.9871,0.9885,895.22,12:39:00.000,,,,,,
197,,,,,,,,12:39:31.600,0.9871,0.9887,0.9871,0.9887,1485.16,12:39:00.000,,,,,,
198,,,,,,,,12:40:08.581,0.9887,0.9891,0.9887,0.9891,192.89,12:40:00.000,,,,,,
199,,,,,,,,12:40:39.572,0.9887,0.9891,0.9881,0.9881,421.19,12:40:00.000,,,,,,
200,,,,,,,,12:40:52.764,0.9887,0.9891,0.9881,0.9891,610.30,12:40:00.000,,,,,,
201,,,,,,,,12:40:56.177,0.9887,0.9892,0.9881,0.9892,685.44,12:40:00.000,,,,,,
202,,,,,,,,12:41:24.330,0.9892,0.9898,0.9892,0.9898,46.86,12:41:00.000,,,,,,
203,,,,,,,,12:41:37.804,0.9892,0.9899,0.9892,0.9899,454.23,12:41:00.000,,,,,,
204,,,,,,,,12:41:50.617,0.9892,0.9901,0.9892,0.9901,834.33,12:41:00.000,,,,,,
205,,,,,,,,12:42:10.057,0.9901,0.9904,0.9901,0.9904,885.99,12:42:00.000,,,,,,
206,,,,,,,,12:42:10.060,0.9901,0.9904,0.9895,0.9895,1119.61,12:42:00.000,,,,,,
207,,,,,,,,12:42:10.068,0.9901,0.9904,0.9894,0.9894,1347.41,12:42:00.000,,,,,,
208,,,,,,,,12:42:15.311,0.9901,0.9904,0.9893,0.9893,1456.03,12:42:00.000,,,,,,
209,,,,,,,,12:42:42.695,0.9901,0.9904,0.9892,0.9892,1564.64,12:42:00.000,,,,,,
210,,,,,,,,12:43:39.346,0.9901,0.9904,0.9892,0.9892,1564.64,12:42:00.000,,,,,,
