Event,GR_ReceivedAt,GR_O,GR_H,GR_L,GR_C,GR_V,GR_TS,MB_ReceivedAt,MB_O,MB_H,MB_L,MB_C,MB_V,MB_TS,CX_ReceivedAt,CX_O,CX_H,CX_L,CX_C,CX_TS
11,16:21:37.322,,,,,,2026-01-16T16:21:35Z,16:21:13.206,0.9709,0.9709,0.9693,0.9693,2924.79,16:21:00.000,16:21:40.492,0.9583,0.9693,0.9580,0.9673,16:21:39.000
12,16:21:40.864,,,,,,2026-01-16T16:21:39Z,16:21:13.218,0.9709,0.9709,0.9693,0.9693,3200.81,16:21:00.000,16:21:48.813,0.9583,0.9693,0.9580,0.9672,16:21:47.000
13,16:21:48.862,,,,,,2026-01-16T16:21:47Z,16:21:25.443,0.9709,0.9709,0.9689,0.9689,3457.65,16:21:00.000,16:21:51.439,0.9583,0.9693,0.9580,0.9672,16:21:49.000
14,16:21:51.428,,,,,,2026-01-16T16:21:49Z,16:21:28.824,0.9709,0.9709,0.9687,0.9687,3614.43,16:21:00.000,16:21:52.675,0.9583,0.9693,0.9580,0.9671,16:21:51.000
15,16:21:53.244,,,,,,2026-01-16T16:21:51Z,16:21:30.821,0.9709,0.9709,0.9684,0.9684,3943.33,16:21:00.000,16:22:02.123,0.9583,0.9693,0.9580,0.9666,16:21:59.000
16,16:22:02.790,,,,,,2026-01-16T16:21:59Z,16:21:35.375,0.9709,0.9709,0.9684,0.9684,4049.65,16:21:00.000,16:22:02.938,0.9583,0.9693,0.9580,0.9670,16:22:01.000
17,16:22:04.020,,,,,,2026-01-16T16:22:01Z,16:21:36.295,0.9709,0.9709,0.9683,0.9683,4236.35,16:21:00.000,16:22:14.737,0.9583,0.9693,0.9580,0.9671,16:22:13.000
18,16:22:16.167,,,,,,2026-01-16T16:22:13Z,16:21:40.718,0.9709,0.9709,0.9683,0.9683,4290.02,16:21:00.000,16:22:17.467,0.9583,0.9693,0.9580,0.9674,16:22:15.000
19,16:22:17.513,,,,,,2026-01-16T16:22:15Z,16:21:48.503,0.9709,0.9709,0.9682,0.9682,4566.34,16:21:00.000,16:22:18.967,0.9583,0.9693,0.9580,0.9682,16:22:17.000
20,16:22:20.319,,,,,,2026-01-16T16:22:17Z,16:21:50.891,0.9709,0.9709,0.9681,0.9681,4587.69,16:21:00.000,16:22:23.014,0.9583,0.9693,0.9580,0.9687,16:22:21.000
21,16:22:22.897,,,,,,2026-01-16T16:22:21Z,16:21:52.815,0.9709,0.9709,0.9680,0.9680,4836.33,16:21:00.000,16:22:25.089,0.9583,0.9693,0.9580,0.9684,16:22:23.000
22,16:22:25.488,,,,,,2026-01-16T16:22:23Z,16:21:52.816,0.9709,0.9709,0.9680,0.9680,4838.20,16:21:00.000,16:22:26.781,0.9583,0.9693,0.9580,0.9684,16:22:25.000
23,16:22:26.766,,,,,,2026-01-16T16:22:25Z,16:22:02.144,0.9709,0.9709,0.9680,0.9680,6904.46,16:21:00.000,16:22:33.237,0.9583,0.9693,0.9580,0.9687,16:22:31.000
24,16:22:34.452,,,,,,2026-01-16T16:22:31Z,16:22:02.181,0.9709,0.9709,0.9680,0.9687,7766.35,16:21:00.000,16:22:36.987,0.9583,0.9693,0.9580,0.9687,16:22:35.000
25,16:22:37.328,,,,,,2026-01-16T16:22:35Z,16:22:03.216,0.9687,0.9691,0.9687,0.9691,919.88,16:22:00.000,16:22:42.312,0.9583,0.9693,0.9580,0.9687,16:22:41.000
26,16:22:42.766,,,,,,2026-01-16T16:22:41Z,16:22:15.416,0.9687,0.9700,0.9687,0.9700,1044.47,16:22:00.000,16:23:01.280,0.9583,0.9693,0.9580,0.9686,16:22:59.000
27,16:23:00.971,,,,,,2026-01-16T16:22:59Z,16:22:17.637,0.9687,0.9702,0.9687,0.9702,1824.87,16:22:00.000,16:23:24.888,0.9583,0.9693,0.9580,0.9684,16:23:23.000
28,16:23:24.149,,,,,,2026-01-16T16:23:23Z,16:22:18.660,0.9687,0.9705,0.9687,0.9705,2488.29,16:22:00.000,16:23:31.256,0.9583,0.9693,0.9580,0.9684,16:23:29.000
29,16:23:30.862,,,,,,2026-01-16T16:23:29Z,16:22:18.660,0.9687,0.9707,0.9687,0.9707,2586.59,16:22:00.000,16:23:37.428,0.9583,0.9693,0.9580,0.9682,16:23:35.000
30,16:23:36.796,,,,,,2026-01-16T16:23:35Z,16:22:18.671,0.9687,0.9709,0.9687,0.9709,3667.96,16:22:00.000,16:23:54.957,0.9583,0.9693,0.9580,0.9681,16:23:53.000
31,16:23:55.480,,,,,,2026-01-16T16:23:53Z,16:22:23.438,0.9687,0.9715,0.9687,0.9715,5042.66,16:22:00.000,16:23:56.604,0.9583,0.9693,0.9580,0.9681,16:23:55.000
32,16:23:56.763,,,,,,2026-01-16T16:23:55Z,16:22:23.447,0.9687,0.9715,0.9687,0.9708,5451.82,16:22:00.000,16:23:59.262,0.9583,0.9693,0.9580,0.9682,16:23:57.000
33,16:23:59.263,,,,,,2026-01-16T16:23:57Z,16:22:25.363,0.9687,0.9715,0.9687,0.9706,5688.90,16:22:00.000,16:24:03.156,0.9583,0.9693,0.9580,0.9682,16:24:01.000
34,16:24:04.302,,,,,,2026-01-16T16:24:01Z,16:22:25.366,0.9687,0.9715,0.9687,0.9705,6071.51,16:22:00.000,16:24:16.337,0.9583,0.9693,0.9580,0.9682,16:24:15.000
35,16:24:16.333,,,,,,2026-01-16T16:24:15Z,16:22:26.279,0.9687,0.9715,0.9687,0.9704,6079.21,16:22:00.000,16:24:19.292,0.9583,0.9693,0.9580,0.9683,16:24:17.000
36,16:24:18.874,,,,,,2026-01-16T16:24:17Z,16:22:33.234,0.9687,0.9715,0.9687,0.9707,6079.98,16:22:00.000,16:24:20.661,0.9583,0.9693,0.9580,0.9682,16:24:19.000
37,16:24:20.355,,,,,,2026-01-16T16:24:19Z,16:22:42.750,0.9687,0.9715,0.9687,0.9706,6092.41,16:22:00.000,16:24:23.507,0.9583,0.9693,0.9580,0.9684,16:24:21.000
38,16:24:23.693,,,,,,2026-01-16T16:24:21Z,16:23:02.674,0.9687,0.9715,0.9687,0.9706,6132.38,16:22:00.000,16:24:29.283,0.9583,0.9693,0.9580,0.9685,16:24:27.000
39,16:24:30.832,,,,,,2026-01-16T16:24:27Z,16:23:25.157,0.9706,0.9706,0.9705,0.9705,353.94,16:23:00.000,16:24:32.610,0.9583,0.9693,0.9580,0.9687,16:24:31.000
40,16:24:32.667,,,,,,2026-01-16T16:24:31Z,16:23:25.157,0.9706,0.9706,0.9704,0.9704,519.41,16:23:00.000,16:24:36.753,0.9583,0.9693,0.9580,0.9688,16:24:35.000
41,16:24:36.585,,,,,,2026-01-16T16:24:35Z,16:23:30.650,0.9706,0.9706,0.9704,0.9704,522.26,16:23:00.000,16:24:39.092,0.9583,0.9693,0.9580,0.9688,16:24:37.000
42,16:24:40.675,,,,,,2026-01-16T16:24:37Z,16:23:37.253,0.9706,0.9706,0.9702,0.9702,1034.43,16:23:00.000,16:24:53.108,0.9583,0.9693,0.9580,0.9687,16:24:51.000
43,16:24:53.288,,,,,,2026-01-16T16:24:51Z,16:23:55.534,0.9706,0.9706,0.9701,0.9701,1403.19,16:23:00.000,16:25:05.238,0.9583,0.9693,0.9580,0.9686,16:25:03.000
44,16:25:05.299,,,,,,2026-01-16T16:25:03Z,16:23:56.603,0.9706,0.9710,0.9701,0.9710,1453.08,16:23:00.000,16:25:09.105,0.9583,0.9693,0.9580,0.9685,16:25:07.000
45,16:25:09.075,,,,,,2026-01-16T16:25:07Z,16:23:59.258,0.9706,0.9710,0.9701,0.9710,1684.06,16:23:00.000,16:25:11.387,0.9583,0.9693,0.9580,0.9684,16:25:09.000
46,16:25:10.991,,,,,,2026-01-16T16:25:09Z,16:24:03.455,0.9710,0.9711,0.9710,0.9711,1.82,16:24:00.000,,,,,,
47,,,,,,,,16:24:17.063,0.9710,0.9711,0.9710,0.9711,132.87,16:24:00.000,,,,,,
48,,,,,,,,16:24:19.432,0.9710,0.9711,0.9701,0.9701,135.83,16:24:00.000,,,,,,
49,,,,,,,,16:24:20.318,0.9710,0.9711,0.9701,0.9701,428.14,16:24:00.000,,,,,,
50,,,,,,,,16:24:20.322,0.9710,0.9711,0.9701,0.9710,574.26,16:24:00.000,,,,,,
51,,,,,,,,16:24:22.845,0.9710,0.9711,0.9701,0.9711,1094.53,16:24:00.000,,,,,,
52,,,,,,,,16:24:29.108,0.9710,0.9713,0.9701,0.9713,1332.15,16:24:00.000,,,,,,
53,,,,,,,,16:24:29.115,0.9710,0.9714,0.9701,0.9714,1396.64,16:24:00.000,,,,,,
54,,,,,,,,16:24:33.463,0.9710,0.9715,0.9701,0.9715,1733.25,16:24:00.000,,,,,,
55,,,,,,,,16:24:33.478,0.9710,0.9715,0.9701,0.9715,1747.38,16:24:00.000,,,,,,
56,,,,,,,,16:24:33.487,0.9710,0.9716,0.9701,0.9716,1855.29,16:24:00.000,,,,,,
57,,,,,,,,16:24:36.644,0.9710,0.9716,0.9701,0.9716,1916.16,16:24:00.000,,,,,,
58,,,,,,,,16:24:38.943,0.9710,0.9716,0.9701,0.9716,2031.24,16:24:00.000,,,,,,
59,,,,,,,,16:24:53.288,0.9710,0.9716,0.9701,0.9706,2265.35,16:24:00.000,,,,,,
60,,,,,,,,16:25:05.053,0.9706,0.9706,0.9705,0.9705,186.04,16:25:00.000,,,,,,
61,,,,,,,,16:25:05.085,0.9706,0.9706,0.9705,0.9705,186.43,16:25:00.000,,,,,,
62,,,,,,,,16:25:09.254,0.9706,0.9706,0.9705,0.9705,404.55,16:25:00.000,,,,,,
63,,,,,,,,16:25:11.454,0.9706,0.9706,0.9703,0.9703,724.49,16:25:00.000,,,,,,
